Reaction,role,metabolite
R00006,substrate,C00900
R00006,substrate,C00011
R00006,product,C00022
R00008,substrate,C06033
R00008,product,C00022
R00009,substrate,C00027
R00009,product,C00007
R00009,product,C00001
R00010,substrate,C01083
R00010,substrate,C00001
R00010,product,C00031
R00014,substrate,C00022
R00014,substrate,C00068
R00014,product,C05125
R00014,product,C00011
R00019,substrate,C00138
R00019,substrate,C00080
R00019,product,C00282
R00019,product,C00139
R00021,substrate,C00025
R00021,substrate,C00139
R00021,product,C00064
R00021,product,C00026
R00021,product,C00138
R00021,product,C00080
R00022,substrate,C01674
R00022,substrate,C00001
R00022,product,C00140
R00024,substrate,C01182
R00024,substrate,C00011
R00024,substrate,C00001
R00024,product,C00197
R00025,substrate,C18091
R00025,substrate,C00007
R00025,substrate,C01847
R00025,product,C00084
R00025,product,C00088
R00025,product,C00061
R00025,product,C00001
R00026,substrate,C00185
R00026,substrate,C00001
R00026,product,C00221
R00028,substrate,C00208
R00028,substrate,C00001
R00028,product,C00031
R00036,substrate,C00430
R00036,product,C00931
R00036,product,C00001
R00048,substrate,C04546
R00048,substrate,C00001
R00048,product,C01089
R00066,substrate,C04332
R00066,product,C00255
R00066,product,C04732
R00078,substrate,C00007
R00078,substrate,C14818
R00078,substrate,C00080
R00078,product,C14819
R00078,product,C00001
R00084,substrate,C00931
R00084,substrate,C00001
R00084,product,C01024
R00084,product,C00014
R00087,substrate,C00002
R00087,substrate,C00001
R00087,product,C00020
R00087,product,C00013
R00089,substrate,C00002
R00089,product,C00575
R00089,product,C00013
R00094,substrate,C00051
R00094,substrate,C00003
R00094,product,C00127
R00094,product,C00004
R00094,product,C00080
R00103,substrate,C00003
R00103,substrate,C00001
R00103,product,C00020
R00103,product,C00455
R00104,substrate,C00002
R00104,substrate,C00003
R00104,product,C00008
R00104,product,C00006
R00112,substrate,C00005
R00112,substrate,C00003
R00112,product,C00006
R00112,product,C00004
R00114,substrate,C00025
R00114,substrate,C00006
R00114,product,C00064
R00114,product,C00026
R00114,product,C00005
R00114,product,C00080
R00115,substrate,C00051
R00115,substrate,C00006
R00115,product,C00127
R00115,product,C00005
R00115,product,C00080
R00124,substrate,C00002
R00124,substrate,C00008
R00124,product,C00008
R00124,product,C00002
R00125,substrate,C01260
R00125,substrate,C00001
R00125,product,C00008
R00126,substrate,C00008
R00126,substrate,C00002
R00126,product,C00009
R00126,product,C01260
R00127,substrate,C00002
R00127,substrate,C00020
R00127,product,C00008
R00130,substrate,C00002
R00130,substrate,C00882
R00130,product,C00008
R00130,product,C00010
R00131,substrate,C00086
R00131,substrate,C00001
R00131,product,C00011
R00131,product,C00014
R00132,substrate,C01353
R00132,product,C00011
R00132,product,C00001
R00135,substrate,C00012
R00135,substrate,C00001
R00135,product,C00148
R00135,product,C00012
R00137,substrate,C00002
R00137,substrate,C00455
R00137,product,C00013
R00137,product,C00003
R00139,substrate,C11038
R00139,substrate,C00002
R00139,product,C11039
R00139,product,C00008
R00143,substrate,C00014
R00143,substrate,C00003
R00143,substrate,C00001
R00143,product,C00192
R00143,product,C00004
R00143,product,C00080
R00150,substrate,C00002
R00150,substrate,C00014
R00150,substrate,C00288
R00150,product,C00008
R00150,product,C00169
R00150,product,C00001
R00156,substrate,C00002
R00156,substrate,C00015
R00156,product,C00008
R00156,product,C00075
R00158,substrate,C00002
R00158,substrate,C00105
R00158,product,C00008
R00158,product,C00015
R00161,substrate,C00002
R00161,substrate,C00061
R00161,product,C00013
R00161,product,C00016
R00174,substrate,C00002
R00174,substrate,C00250
R00174,product,C00008
R00174,product,C00018
R00177,substrate,C00009
R00177,substrate,C00013
R00177,substrate,C00019
R00177,product,C00002
R00177,product,C00073
R00177,product,C00001
R00178,substrate,C00019
R00178,substrate,C00080
R00178,product,C01137
R00178,product,C00011
R00182,substrate,C00020
R00182,substrate,C00001
R00182,product,C00147
R00182,product,C00117
R00183,substrate,C00020
R00183,substrate,C00001
R00183,product,C00212
R00183,product,C00009
R00185,substrate,C00002
R00185,substrate,C00212
R00185,product,C00008
R00185,product,C00020
R00188,substrate,C00054
R00188,substrate,C00001
R00188,product,C00020
R00188,product,C00009
R00189,substrate,C00002
R00189,substrate,C00857
R00189,substrate,C00014
R00189,product,C00020
R00189,product,C00013
R00189,product,C00003
R00190,substrate,C00020
R00190,substrate,C00013
R00190,product,C00147
R00190,product,C00119
R00191,substrate,C00575
R00191,substrate,C00001
R00191,product,C00020
R00192,substrate,C00021
R00192,substrate,C00001
R00192,product,C00212
R00192,product,C00155
R00193,substrate,C00021
R00193,substrate,C00001
R00193,product,C03431
R00193,product,C00014
R00194,substrate,C00021
R00194,substrate,C00001
R00194,product,C03539
R00194,product,C00147
R00196,substrate,C00186
R00196,substrate,C00125
R00196,product,C00022
R00196,product,C00126
R00196,product,C00080
R00197,substrate,C00256
R00197,substrate,C00125
R00197,product,C00022
R00197,product,C00126
R00197,product,C00080
R00199,substrate,C00002
R00199,substrate,C00022
R00199,substrate,C00001
R00199,product,C00020
R00199,product,C00074
R00199,product,C00009
R00200,substrate,C00002
R00200,substrate,C00022
R00200,product,C00008
R00200,product,C00074
R00203,substrate,C00546
R00203,substrate,C00003
R00203,substrate,C00001
R00203,product,C00022
R00203,product,C00004
R00203,product,C00080
R00206,substrate,C00002
R00206,substrate,C00022
R00206,substrate,C00009
R00206,product,C00020
R00206,product,C00074
R00206,product,C00013
R00207,substrate,C00022
R00207,substrate,C00009
R00207,substrate,C00007
R00207,product,C00227
R00207,product,C00027
R00207,product,C00011
R00209,substrate,C00022
R00209,substrate,C00010
R00209,substrate,C00003
R00209,product,C00024
R00209,product,C00011
R00209,product,C00004
R00209,product,C00080
R00212,substrate,C00024
R00212,substrate,C00058
R00212,product,C00010
R00212,product,C00022
R00214,substrate,C00149
R00214,substrate,C00003
R00214,product,C00022
R00214,product,C00011
R00214,product,C00004
R00214,product,C00080
R00215,substrate,C00497
R00215,substrate,C00003
R00215,product,C00022
R00215,product,C00011
R00215,product,C00004
R00215,product,C00080
R00216,substrate,C00149
R00216,substrate,C00006
R00216,product,C00022
R00216,product,C00011
R00216,product,C00005
R00216,product,C00080
R00217,substrate,C00036
R00217,product,C00022
R00217,product,C00011
R00220,substrate,C00065
R00220,product,C00022
R00220,product,C00014
R00226,substrate,C06010
R00226,substrate,C00011
R00226,product,C00022
R00228,substrate,C00084
R00228,substrate,C00010
R00228,substrate,C00003
R00228,product,C00024
R00228,product,C00004
R00228,product,C00080
R00229,substrate,C00002
R00229,substrate,C00033
R00229,substrate,C00010
R00229,product,C00008
R00229,product,C00024
R00229,product,C00009
R00230,substrate,C00024
R00230,substrate,C00009
R00230,product,C00010
R00230,product,C00227
R00235,substrate,C00002
R00235,substrate,C00033
R00235,substrate,C00010
R00235,product,C00020
R00235,product,C00013
R00235,product,C00024
R00236,substrate,C05993
R00236,substrate,C00010
R00236,product,C00020
R00236,product,C00024
R00237,substrate,C01011
R00237,product,C00024
R00237,product,C00022
R00238,substrate,C00024
R00238,product,C00010
R00238,product,C00332
R00239,substrate,C00002
R00239,substrate,C00025
R00239,product,C00008
R00239,product,C03287
R00243,substrate,C00025
R00243,substrate,C00003
R00243,substrate,C00001
R00243,product,C00026
R00243,product,C00014
R00243,product,C00004
R00243,product,C00080
R00245,substrate,C01165
R00245,substrate,C00003
R00245,substrate,C00001
R00245,product,C00025
R00245,product,C00004
R00245,product,C00080
R00248,substrate,C00025
R00248,substrate,C00006
R00248,substrate,C00001
R00248,product,C00026
R00248,product,C00014
R00248,product,C00005
R00248,product,C00080
R00251,substrate,C00002
R00251,substrate,C01879
R00251,substrate,C00001
R00251,product,C00008
R00251,product,C00009
R00251,product,C00025
R00253,substrate,C00002
R00253,substrate,C00025
R00253,substrate,C00014
R00253,product,C00008
R00253,product,C00009
R00253,product,C00064
R00256,substrate,C00064
R00256,substrate,C00001
R00256,product,C00025
R00256,product,C00014
R00257,substrate,C00002
R00257,substrate,C00857
R00257,substrate,C00064
R00257,substrate,C00001
R00257,product,C00020
R00257,product,C00013
R00257,product,C00003
R00257,product,C00025
R00258,substrate,C00041
R00258,substrate,C00026
R00258,product,C00022
R00258,product,C00025
R00259,substrate,C00024
R00259,substrate,C00025
R00259,product,C00010
R00259,product,C00624
R00260,substrate,C00025
R00260,product,C00217
R00261,substrate,C00025
R00261,product,C00334
R00261,product,C00011
R00262,substrate,C03618
R00262,product,C00025
R00264,substrate,C00433
R00264,substrate,C00006
R00264,substrate,C00001
R00264,product,C00026
R00264,product,C00005
R00264,product,C00080
R00267,substrate,C00311
R00267,substrate,C00006
R00267,product,C00026
R00267,product,C00011
R00267,product,C00005
R00267,product,C00080
R00268,substrate,C05379
R00268,product,C00026
R00268,product,C00011
R00269,substrate,C00940
R00269,substrate,C00001
R00269,product,C00026
R00269,product,C00014
R00274,substrate,C00027
R00274,substrate,C00051
R00274,product,C00127
R00274,product,C00001
R00277,substrate,C00647
R00277,substrate,C00001
R00277,substrate,C00007
R00277,product,C00018
R00277,product,C00014
R00277,product,C00027
R00278,substrate,C00627
R00278,substrate,C00007
R00278,product,C00027
R00278,product,C00018
R00286,substrate,C00029
R00286,substrate,C00001
R00286,substrate,C00003
R00286,product,C00167
R00286,product,C00004
R00286,product,C00080
R00287,substrate,C00029
R00287,substrate,C00001
R00287,product,C00105
R00287,product,C00103
R00289,substrate,C00075
R00289,substrate,C00103
R00289,product,C00013
R00289,product,C00029
R00291,substrate,C00029
R00291,product,C00052
R00294,substrate,C00533
R00294,substrate,C00126
R00294,substrate,C00080
R00294,product,C00887
R00294,product,C00125
R00294,product,C00001
R00297,substrate,C00256
R00297,substrate,C00028
R00297,product,C00022
R00297,product,C00030
R00299,substrate,C00002
R00299,substrate,C00031
R00299,product,C00008
R00299,product,C00092
R00306,substrate,C00185
R00306,substrate,C00001
R00306,product,C00031
R00307,substrate,C00267
R00307,product,C22502
R00315,substrate,C00002
R00315,substrate,C00033
R00315,product,C00008
R00315,product,C00227
R00316,substrate,C00002
R00316,substrate,C00033
R00316,product,C00013
R00316,product,C05993
R00317,substrate,C00227
R00317,substrate,C00001
R00317,product,C00033
R00317,product,C00009
R00319,substrate,C00186
R00319,substrate,C00007
R00319,product,C00033
R00319,product,C00011
R00319,product,C00001
R00330,substrate,C00002
R00330,substrate,C00035
R00330,product,C00008
R00330,product,C00044
R00331,substrate,C00002
R00331,substrate,C00454
R00331,product,C00008
R00331,product,C00201
R00332,substrate,C00002
R00332,substrate,C00144
R00332,product,C00008
R00332,product,C00035
R00336,substrate,C01228
R00336,substrate,C00001
R00336,product,C00035
R00336,product,C00013
R00339,substrate,C00898
R00339,product,C00036
R00339,product,C00001
R00341,substrate,C00002
R00341,substrate,C00036
R00341,product,C00008
R00341,product,C00074
R00341,product,C00011
R00342,substrate,C00149
R00342,substrate,C00003
R00342,product,C00036
R00342,product,C00004
R00342,product,C00080
R00344,substrate,C00002
R00344,substrate,C00022
R00344,substrate,C00288
R00344,product,C00008
R00344,product,C00009
R00344,product,C00036
R00345,substrate,C00009
R00345,substrate,C00036
R00345,product,C00001
R00345,product,C00074
R00345,product,C00011
R00348,substrate,C02362
R00348,substrate,C00001
R00348,product,C00036
R00348,product,C00014
R00350,substrate,C04115
R00350,product,C00036
R00350,product,C00022
R00351,substrate,C00158
R00351,substrate,C00010
R00351,product,C00024
R00351,product,C00001
R00351,product,C00036
R00355,substrate,C00049
R00355,substrate,C00026
R00355,product,C00036
R00355,product,C00025
R00357,substrate,C00049
R00357,substrate,C00001
R00357,substrate,C00007
R00357,product,C00036
R00357,product,C00014
R00357,product,C00027
R00360,substrate,C00149
R00360,substrate,C00007
R00360,product,C00036
R00360,product,C00027
R00361,substrate,C00149
R00361,substrate,C15602
R00361,product,C00036
R00361,product,C15603
R00362,substrate,C00158
R00362,product,C00033
R00362,product,C00036
R00369,substrate,C00041
R00369,substrate,C00048
R00369,product,C00022
R00369,product,C00037
R00371,substrate,C00024
R00371,substrate,C00037
R00371,product,C00010
R00371,product,C03508
R00372,substrate,C00037
R00372,substrate,C00026
R00372,product,C00048
R00372,product,C00025
R00381,substrate,C00002
R00381,substrate,C00039(n)
R00381,substrate,C02128(m)
R00381,product,C00020
R00381,product,C00013
R00381,product,C00039(n
R00381,product,m)
R00382,substrate,C00003
R00382,substrate,C00039(n)
R00382,substrate,C02128(m)
R00382,product,C00020
R00382,product,C00455
R00382,product,C00039(n
R00382,product,m)
R00390,substrate,C00002
R00390,substrate,C00638
R00390,substrate,C00010
R00390,product,C00020
R00390,product,C00013
R00390,product,C02843
R00396,substrate,C00041
R00396,substrate,C00003
R00396,substrate,C00001
R00396,product,C00022
R00396,product,C00014
R00396,product,C00004
R00396,product,C00080
R00401,substrate,C00041
R00401,product,C00133
R00402,substrate,C00042
R00402,substrate,C00003
R00402,product,C00122
R00402,product,C00004
R00402,product,C00080
R00405,substrate,C00002
R00405,substrate,C00042
R00405,substrate,C00010
R00405,product,C00008
R00405,product,C00009
R00405,product,C00091
R00406,substrate,C00091
R00406,substrate,C00149
R00406,product,C00042
R00406,product,C04348
R00409,substrate,C04593
R00409,product,C00022
R00409,product,C00042
R00410,substrate,C00091
R00410,substrate,C00164
R00410,product,C00042
R00410,product,C00332
R00411,substrate,C05931
R00411,substrate,C00001
R00411,product,C00025
R00411,product,C00042
R00416,substrate,C00075
R00416,substrate,C04501
R00416,product,C00013
R00416,product,C00043
R00420,substrate,C00043
R00420,product,C01170
R00421,substrate,C00043
R00421,substrate,C00003
R00421,substrate,C00001
R00421,product,C04573
R00421,product,C00004
R00421,product,C00080
R00424,substrate,C00044
R00424,substrate,C00001
R00424,product,C04895
R00424,product,C00058
R00425,substrate,C00044
R00425,substrate,C00001
R00425,product,C00058
R00425,product,C01304
R00425,product,C00009
R00426,substrate,C00044
R00426,substrate,C00001
R00426,product,C00144
R00426,product,C00013
R00428,substrate,C00044
R00428,substrate,C00001
R00428,product,C05922
R00429,substrate,C00002
R00429,substrate,C00044
R00429,product,C00020
R00429,product,C04494
R00430,substrate,C00044
R00430,substrate,C00022
R00430,product,C00035
R00430,product,C00074
R00431,substrate,C00044
R00431,substrate,C00036
R00431,product,C00035
R00431,product,C00074
R00431,product,C00011
R00434,substrate,C00044
R00434,product,C00942
R00434,product,C00013
R00449,substrate,C00047
R00449,substrate,C00007
R00449,product,C00990
R00449,product,C00011
R00449,product,C00001
R00451,substrate,C00680
R00451,product,C00047
R00451,product,C00011
R00460,substrate,C00047
R00460,product,C00739
R00461,substrate,C00047
R00461,product,C01142
R00462,substrate,C00047
R00462,product,C01672
R00462,product,C00011
R00465,substrate,C00160
R00465,substrate,C00006
R00465,product,C00048
R00465,product,C00005
R00465,product,C00080
R00470,substrate,C01127
R00470,product,C00022
R00470,product,C00048
R00472,substrate,C00149
R00472,substrate,C00010
R00472,product,C00024
R00472,product,C00001
R00472,product,C00048
R00474,substrate,C03217
R00474,substrate,C00011
R00474,product,C00026
R00474,product,C00048
R00475,substrate,C00160
R00475,substrate,C00007
R00475,product,C00048
R00475,product,C00027
R00476,substrate,C00160
R00476,substrate,C00028
R00476,product,C00048
R00476,product,C00030
R00479,substrate,C00311
R00479,product,C00042
R00479,product,C00048
R00480,substrate,C00002
R00480,substrate,C00049
R00480,product,C00008
R00480,product,C03082
R00481,substrate,C00049
R00481,substrate,C00007
R00481,product,C05840
R00481,product,C00027
R00483,substrate,C00002
R00483,substrate,C00049
R00483,substrate,C00014
R00483,product,C00020
R00483,product,C00013
R00483,product,C00152
R00485,substrate,C00152
R00485,substrate,C00001
R00485,product,C00049
R00485,product,C00014
R00489,substrate,C00049
R00489,product,C00099
R00489,product,C00011
R00490,substrate,C00049
R00490,product,C00122
R00490,product,C00014
R00494,substrate,C00051
R00494,substrate,C00001
R00494,product,C01419
R00494,product,C00025
R00497,substrate,C00002
R00497,substrate,C00669
R00497,substrate,C00037
R00497,product,C00008
R00497,product,C00009
R00497,product,C00051
R00505,substrate,C00052
R00505,product,C03733
R00508,substrate,C00053
R00508,substrate,C00001
R00508,product,C00224
R00508,product,C00009
R00509,substrate,C00002
R00509,substrate,C00224
R00509,product,C00008
R00509,product,C00053
R00510,substrate,C00055
R00510,substrate,C00001
R00510,product,C00380
R00510,product,C00117
R00511,substrate,C00055
R00511,substrate,C00001
R00511,product,C00475
R00511,product,C00009
R00512,substrate,C00002
R00512,substrate,C00055
R00512,product,C00008
R00512,product,C00112
R00513,substrate,C00002
R00513,substrate,C00475
R00513,product,C00008
R00513,product,C00055
R00515,substrate,C00063
R00515,substrate,C00001
R00515,product,C00055
R00515,product,C00013
R00517,substrate,C00044
R00517,substrate,C00475
R00517,product,C00035
R00517,product,C00055
R00519,substrate,C00058
R00519,substrate,C00003
R00519,product,C00080
R00519,product,C00011
R00519,product,C00004
R00522,substrate,C00209
R00522,product,C00058
R00522,product,C00011
R00524,substrate,C00488
R00524,substrate,C00001
R00524,product,C00058
R00524,product,C00014
R00525,substrate,C01045
R00525,substrate,C00001
R00525,product,C00058
R00525,product,C00025
R00527,substrate,C01031
R00527,substrate,C00001
R00527,product,C00058
R00527,product,C00051
R00529,substrate,C00002
R00529,substrate,C00059
R00529,product,C00013
R00529,product,C00224
R00548,substrate,C00061
R00548,substrate,C00001
R00548,product,C00255
R00548,product,C00009
R00549,substrate,C00002
R00549,substrate,C00255
R00549,product,C00008
R00549,product,C00061
R00552,substrate,C00062
R00552,substrate,C00001
R00552,product,C00327
R00552,product,C00014
R00566,substrate,C00062
R00566,product,C00179
R00566,product,C00011
R00567,substrate,C00062
R00567,product,C00792
R00570,substrate,C00002
R00570,substrate,C00112
R00570,product,C00008
R00570,product,C00063
R00571,substrate,C00002
R00571,substrate,C00075
R00571,substrate,C00014
R00571,product,C00008
R00571,product,C00009
R00571,product,C00063
R00573,substrate,C00002
R00573,substrate,C00075
R00573,substrate,C00064
R00573,substrate,C00001
R00573,product,C00008
R00573,product,C00009
R00573,product,C00063
R00573,product,C00025
R00575,substrate,C00002
R00575,substrate,C00064
R00575,substrate,C00288
R00575,substrate,C00001
R00575,product,C00008
R00575,product,C00009
R00575,product,C00025
R00575,product,C00169
R00578,substrate,C00002
R00578,substrate,C00049
R00578,substrate,C00064
R00578,substrate,C00001
R00578,product,C00020
R00578,product,C00013
R00578,product,C00152
R00578,product,C00025
R00579,substrate,C00064
R00579,product,C00819
R00582,substrate,C01005
R00582,substrate,C00001
R00582,product,C00065
R00582,product,C00009
R00585,substrate,C00065
R00585,substrate,C00022
R00585,product,C00168
R00585,product,C00041
R00586,substrate,C00065
R00586,substrate,C00024
R00586,product,C00979
R00586,product,C00010
R00588,substrate,C00065
R00588,substrate,C00048
R00588,product,C00168
R00588,product,C00037
R00589,substrate,C00065
R00589,product,C00740
R00590,substrate,C00065
R00590,product,C02218
R00590,product,C00001
R00597,substrate,C00019
R00597,substrate,C01977
R00597,product,C00021
R00597,product,C04157
R00601,substrate,C00019
R00601,substrate,C11478
R00601,product,C00021
R00601,product,C04728
R00602,substrate,C00132
R00602,substrate,C00027
R00602,product,C00067
R00602,product,C00001
R00609,substrate,C01046
R00609,substrate,C00028
R00609,substrate,C00001
R00609,product,C00025
R00609,product,C00067
R00609,product,C00030
R00610,substrate,C00213
R00610,substrate,C00001
R00610,substrate,C00007
R00610,product,C00037
R00610,product,C00067
R00610,product,C00027
R00615,substrate,C00068
R00615,substrate,C00001
R00615,product,C01081
R00615,product,C00009
R00617,substrate,C00002
R00617,substrate,C01081
R00617,product,C00008
R00617,product,C00068
R00621,substrate,C00026
R00621,substrate,C00068
R00621,product,C05381
R00621,product,C00011
R00623,substrate,C00226
R00623,substrate,C00003
R00623,product,C00071
R00623,product,C00004
R00623,product,C00080
R00631,substrate,C00071
R00631,substrate,C00003
R00631,substrate,C00001
R00631,product,C00162
R00631,product,C00004
R00631,product,C00080
R00648,substrate,C00073
R00648,substrate,C00001
R00648,substrate,C00007
R00648,product,C01180
R00648,product,C00014
R00648,product,C00027
R00650,substrate,C00019
R00650,substrate,C00155
R00650,product,C00021
R00650,product,C00073
R00651,substrate,C01077
R00651,substrate,C00409
R00651,product,C00073
R00651,product,C00033
R00654,substrate,C00073
R00654,substrate,C00001
R00654,product,C00409
R00654,product,C00014
R00654,product,C00109
R00658,substrate,C00631
R00658,product,C00074
R00658,product,C00001
R00660,substrate,C00074
R00660,substrate,C00043
R00660,product,C04631
R00660,product,C00009
R00661,substrate,C00074
R00661,product,C02798
R00662,substrate,C00075
R00662,substrate,C00001
R00662,product,C00105
R00662,product,C00013
R00667,substrate,C00077
R00667,substrate,C00026
R00667,product,C01165
R00667,product,C00025
R00669,substrate,C00437
R00669,substrate,C00001
R00669,product,C00033
R00669,product,C00077
R00670,substrate,C00077
R00670,product,C00134
R00670,product,C00011
R00671,substrate,C00077
R00671,product,C00148
R00671,product,C00014
R00672,substrate,C00077
R00672,product,C00515
R00673,substrate,C00078
R00673,substrate,C00001
R00673,product,C00463
R00673,product,C00022
R00673,product,C00014
R00674,substrate,C00065
R00674,substrate,C00463
R00674,product,C00078
R00674,product,C00001
R00677,substrate,C00078
R00677,substrate,C00001
R00677,substrate,C00007
R00677,product,C00331
R00677,product,C00014
R00677,product,C00027
R00689,substrate,C00079
R00689,substrate,C00001
R00689,substrate,C00007
R00689,product,C00166
R00689,product,C00014
R00689,product,C00027
R00691,substrate,C00826
R00691,product,C00079
R00691,product,C00001
R00691,product,C00011
R00693,substrate,C00024
R00693,substrate,C00079
R00693,product,C00010
R00693,product,C03519
R00694,substrate,C00079
R00694,substrate,C00026
R00694,product,C00166
R00694,product,C00025
R00698,substrate,C00079
R00698,substrate,C00007
R00698,product,C02505
R00698,product,C00011
R00702,substrate,C00448
R00702,product,C00013
R00702,product,C03428
R00703,substrate,C00186
R00703,substrate,C00003
R00703,product,C00022
R00703,product,C00004
R00703,product,C00080
R00704,substrate,C00256
R00704,substrate,C00003
R00704,product,C00022
R00704,product,C00004
R00704,product,C00080
R00705,substrate,C00222
R00705,substrate,C00010
R00705,substrate,C00003
R00705,product,C00024
R00705,product,C00011
R00705,product,C00004
R00705,product,C00080
R00706,substrate,C00222
R00706,substrate,C00010
R00706,substrate,C00006
R00706,product,C00024
R00706,product,C00011
R00706,product,C00005
R00706,product,C00080
R00707,substrate,C03912
R00707,substrate,C00003
R00707,substrate,C00001
R00707,product,C00025
R00707,product,C00004
R00707,product,C00080
R00708,substrate,C03912
R00708,substrate,C00006
R00708,substrate,C00001
R00708,product,C00025
R00708,product,C00005
R00708,product,C00080
R00709,substrate,C00311
R00709,substrate,C00003
R00709,product,C00026
R00709,product,C00011
R00709,product,C00004
R00709,product,C00080
R00710,substrate,C00084
R00710,substrate,C00003
R00710,substrate,C00001
R00710,product,C00033
R00710,product,C00004
R00710,product,C00080
R00711,substrate,C00084
R00711,substrate,C00006
R00711,substrate,C00001
R00711,product,C00033
R00711,product,C00005
R00711,product,C00080
R00713,substrate,C00232
R00713,substrate,C00003
R00713,substrate,C00001
R00713,product,C00042
R00713,product,C00004
R00713,product,C00080
R00714,substrate,C00232
R00714,substrate,C00006
R00714,substrate,C00001
R00714,product,C00042
R00714,product,C00005
R00714,product,C00080
R00717,substrate,C00160
R00717,substrate,C00003
R00717,product,C00048
R00717,product,C00004
R00717,product,C00080
R00720,substrate,C00081
R00720,substrate,C00001
R00720,product,C00130
R00720,product,C00013
R00722,substrate,C00002
R00722,substrate,C00104
R00722,product,C00008
R00722,product,C00081
R00726,substrate,C00081
R00726,substrate,C00036
R00726,product,C00104
R00726,product,C00074
R00726,product,C00011
R00729,substrate,C00082
R00729,substrate,C00001
R00729,substrate,C00007
R00729,product,C01179
R00729,product,C00014
R00729,product,C00027
R00732,substrate,C00826
R00732,substrate,C00003
R00732,product,C00082
R00732,product,C00011
R00732,product,C00004
R00732,product,C00080
R00734,substrate,C00082
R00734,substrate,C00026
R00734,product,C01179
R00734,product,C00025
R00742,substrate,C00002
R00742,substrate,C00024
R00742,substrate,C00288
R00742,product,C00008
R00742,product,C00009
R00742,product,C00083
R00746,substrate,C00469
R00746,substrate,C00006
R00746,product,C00084
R00746,product,C00005
R00746,product,C00080
R00749,substrate,C00189
R00749,product,C00084
R00749,product,C00014
R00750,substrate,C00084
R00750,substrate,C00022
R00750,product,C03589
R00751,substrate,C00188
R00751,product,C00037
R00751,product,C00084
R00754,substrate,C00469
R00754,substrate,C00003
R00754,product,C00084
R00754,product,C00004
R00754,product,C00080
R00756,substrate,C00002
R00756,substrate,C00085
R00756,product,C00008
R00756,product,C00354
R00758,substrate,C00644
R00758,substrate,C00003
R00758,product,C00085
R00758,product,C00004
R00758,product,C00080
R00760,substrate,C00002
R00760,substrate,C00095
R00760,product,C00008
R00760,product,C00085
R00761,substrate,C00085
R00761,substrate,C00009
R00761,product,C00227
R00761,product,C00279
R00761,product,C00001
R00762,substrate,C00354
R00762,substrate,C00001
R00762,product,C00085
R00762,product,C00009
R00764,substrate,C00013
R00764,substrate,C00085
R00764,product,C00009
R00764,product,C00354
R00765,substrate,C00352
R00765,substrate,C00001
R00765,product,C00085
R00765,product,C00014
R00768,substrate,C00064
R00768,substrate,C00085
R00768,product,C00025
R00768,product,C00352
R00771,substrate,C00092
R00771,product,C00085
R00772,substrate,C00275
R00772,product,C00085
R00774,substrate,C00002
R00774,substrate,C00086
R00774,substrate,C00288
R00774,product,C00008
R00774,product,C00009
R00774,product,C01010
R00776,substrate,C00603
R00776,product,C00048
R00776,product,C00086
R00782,substrate,C00097
R00782,substrate,C00001
R00782,product,C00283
R00782,product,C00022
R00782,product,C00014
R00783,substrate,C00533
R00783,substrate,C00001
R00783,substrate,C00125
R00783,product,C00088
R00783,product,C00126
R00783,product,C00080
R00785,substrate,C00533
R00785,substrate,C00001
R00785,substrate,C05357
R00785,product,C00088
R00785,product,C05358
R00785,product,C00080
R00787,substrate,C00014
R00787,substrate,C00003
R00787,substrate,C00001
R00787,product,C00088
R00787,product,C00004
R00787,product,C00080
R00789,substrate,C00014
R00789,substrate,C00006
R00789,substrate,C00001
R00789,product,C00088
R00789,product,C00005
R00789,product,C00080
R00798,substrate,C00088
R00798,substrate,C00028
R00798,substrate,C00001
R00798,product,C00244
R00798,product,C00030
R00801,substrate,C00089
R00801,substrate,C00001
R00801,product,C00095
R00801,product,C00031
R00802,substrate,C00089
R00802,substrate,C00001
R00802,product,C02336
R00802,product,C00267
R00803,substrate,C00089
R00803,substrate,C00009
R00803,product,C00095
R00803,product,C00103
R00804,substrate,C00934
R00804,substrate,C00001
R00804,product,C11477
R00804,product,C00009
R00811,substrate,C00089
R00811,substrate,C04261
R00811,product,C16688
R00811,product,C00615
R00829,substrate,C00091
R00829,substrate,C00024
R00829,product,C00010
R00829,product,C02232
R00832,substrate,C00091
R00832,substrate,C00062
R00832,product,C00010
R00832,product,C03296
R00833,substrate,C01213
R00833,product,C00091
R00835,substrate,C00092
R00835,substrate,C00006
R00835,product,C01236
R00835,product,C00005
R00835,product,C00080
R00837,substrate,C00001
R00837,substrate,C00689
R00837,product,C00031
R00837,product,C00092
R00838,substrate,C00001
R00838,substrate,C02995
R00838,product,C00031
R00838,product,C00092
R00839,substrate,C04534
R00839,substrate,C00001
R00839,product,C00031
R00839,product,C00092
R00842,substrate,C00093
R00842,substrate,C00003
R00842,product,C00111
R00842,product,C00004
R00842,product,C00080
R00844,substrate,C00093
R00844,substrate,C00006
R00844,product,C00111
R00844,product,C00005
R00844,product,C00080
R00847,substrate,C00002
R00847,substrate,C00116
R00847,product,C00008
R00847,product,C00093
R00848,substrate,C00093
R00848,substrate,C00016
R00848,product,C00111
R00848,product,C01352
R00851,substrate,C00093
R00851,substrate,C00040
R00851,product,C00681
R00851,product,C00010
R00856,substrate,C00063
R00856,substrate,C00093
R00856,product,C00013
R00856,product,C00513
